Code commune;Noms_Comm;Nom_CommAr
82010109;Commune de Goulmima;جماعة كلميمة
82010111;Commune de Jorf;جماعة الجرف
82010113;Commune de Moulay Ali Cherif;جماعة مولاي علي الشريف
82010103;Commune de Boudnib;جماعة بودنيب
82010115;Commune de Tinejdad;جماعة تنجداد
82010307;Commune d'Es-Sifa;جماعة السيفا
82010303;Commune d'Aarab Sebbah Ziz;جماعة عرب صباح زيز
82010301;Commune d'Aarab Sebbah Gheris;جماعة اعرب صباح اغريس
82010309;Commune de Fezna;جماعة فزنا
82011101;Commune de Bni M'hamed-Sijelmassa;جماعة بني امحمد سجلماسة
82011103;Commune d'Er-Rissani;جماعة الريصاني
82011105;Commune d'Es-Sfalat;جماعة السفلات
82011107;Commune d'Et-Taous;جماعة الطاوس
82011109;Commune de Sidi Ali;جماعة سيدي علي
82010701;Commune d'Aoufous;جماعة أوفوس
82010705;Commune d'Er-Rteb;جماعة الرتب
82010709;Commune d'Oued Naam;جماعة وادي النعام
82010703;Commune de Chorfa M'daghra;جماعة شرفاء مدغرة
82010707;Commune de Lkheng;جماعة الخنك
82011309;Commune de Gheris Es-Soufli;جماعة اغريس السفلي
82011307;Commune de Gheris El Ouloui;جماعة اغريس العلوي
82011313;Commune de Tadighoust;جماعة تاديغوست
82011302;Commune d'Amellagou;جماعة املاكو
82011501;Commune d'Aghbalou-N'kerdous;جماعة اغبالو انكردوس
82011511;Commune de Melaab;جماعة ملعب
82011505;Commune de Ferkla Es-Soufla;جماعة فركلة السفلى
82011503;Commune de Ferkla El Oulia;جماعة فركلة العليا
84010107;Commune d'Ouarzazate;جماعة ورزازات
84010109;Commune de Taznakht;جماعة تازناخت
84010303;Commune d'Amerzgane;جماعة امرزكان
84010301;Commune d'Ait Zineb;جماعة آيت زينب
84010315;Commune de Telouet;جماعة تلوات
84010307;Commune d'Ighrem N'ougdal;جماعة اغرم نوكدال
84010317;Commune de Tidili;جماعة تيدلي
84010305;Commune d'Iznaguen;جماعة ازناكن
84010311;Commune d'Ouisselsate;جماعة وسلسات
84010309;Commune de Khouzama;جماعة خزامة
84010313;Commune de Siroua;جماعة سروا
84010709;Commune de Tarmigt;جماعة ترميكت
84010703;Commune d'Idelsane;جماعة ادلسان
84010707;Commune de Skoura Ahl El Oust;جماعة سكورة اهل الوسط
84010711;Commune de Toundoute;جماعة توندوت
84010705;Commune d'Imi-N'oulaoune;جماعة إمي نولاون
84010701;Commune de Ghassate;جماعة غسات
83630103;Commune de Midelt;جماعة ميدلت
83630107;Commune d'Er-Rich;جماعة الريش
83630115;Commune de Boumia;جماعة بومية
83630905;Commune de Guers Tiaallaline;جماعة كرس تعلالين
83630909;Commune de M'zizel;جماعة امزيزل
83630911;Commune de Sidi Aayad;جماعة سيدي عياد
83630901;Commune d'En-Nzala;جماعة النزالة
83630913;Commune de Zaouiat Sidi Hamza;جماعة زاوية سيدي حمزة
83630907;Commune de Guir;جماعة كير
83630903;Commune de Gourrama;جماعة كرامة
83631501;Commune d'Ait Yahya;جماعة آيت يحيى
83631503;Commune d'Amouguer;جماعة أموكر
83631507;Commune d'Imilchil;جماعة إملشيل
83631505;Commune de Bou-Azmou;جماعة بوازمو
83631509;Commune d'Outerbat;جماعة اوتربات
83630719;Commune de Mibladen;جماعة ميبلادن
83630711;Commune d'Amersid;جماعة أمرصيد
83630709;Commune d'Ait Izdeg;جماعة آيت ازدك
83630705;Commune d'Ait Ayach;جماعة آيت عياش
83630707;Commune d'Ait Ben Yacoub;جماعة آيت بن يعقوب
83630717;Commune d'Itzer;جماعة إيتزر
83630729;Commune de Zaida;جماعة زايدة
83630523;Commune de Tanourdi;جماعة تنوردي
83630525;Commune de Tizi N'ghachou;جماعة تيزي نغشو
83630501;Commune d'Aghbalou;جماعة أغبالو
83630521;Commune de Sidi Yahia Ou Youssef;جماعة سيدي يحيى أيوسف
83631727;Commune de Tounfite;جماعة تونفيت
83631703;Commune d'Agoudim;جماعة أكديم
83631713;Commune d'Anemzi;جماعة أنمزي
85770111;Commune de Tinghir;جماعة تنغير
85770103;Commune de Boumalne-Dades;جماعة بومالن دادس
85770105;Commune de Kalâat M'gouna;جماعة قلعة مكونة
85770507;Commune d'Ait Sedrate Jebel Soufla;جماعة آيت سدرات الجبل السفلى
85770505;Commune d'Ait Sedrate Jbel El Oulia;جماعة آيت سدرات الجبل العليا
85770513;Commune d'Ait Youl;جماعة آيت يول
85770517;Commune d'Ikniouen;جماعة اكنيون
85770521;Commune de M'semrir;جماعة امسمرير
85770529;Commune de Tilmi;جماعة تلمي
85770909;Commune d'Ait Sedrate Sahl Charkia;جماعة آيت سدرات السهل الشرقية
85770911;Commune d'Ait Sedrate Sahl El-Gharbia;جماعة آيت سدرات السهل الغربية
85770903;Commune d'Ait Ouassif;جماعة آيت واسيف
85770925;Commune de Souk Lakhmis Dades;جماعة سوق الخميس دادس
85770915;Commune d'Ighil N'oumgoun;جماعة اغيل نومكون
85770719;Commune d'Imider;جماعة اميضر
85770723;Commune d'Ouaklim;جماعة واكليم
85770731;Commune de Toudgha El Oulia;جماعة تودغى العليا
85770727;Commune de Taghzoute N'ait Atta;جماعة تغزوت نايت عطى
85770701;Commune d'Ait El Farsi;جماعة آيت الفرسي
85770733;Commune de Toudgha Essoufla;جماعة تودغى السفلى
85770205;Commune d'Alnif;جماعة النيف
85770221;Commune de M'ssici;جماعة مصيسي
85770211;Commune de H'ssyia;جماعة حصيا
85770301;Commune d'Ait Hani;جماعة آيت هاني
85770305;Commune d'Assoul;جماعة اسول
85870113;Commune de Zagora;جماعة زاكورة
85870101;Commune d'Agdz;جماعة أكدز
85870713;Commune de Bouzeroual;جماعة بوزروال
85870745;Commune de Tinzouline;جماعة تنزولين
85870709;Commune de Bleida;جماعة ابليدة
85870715;Commune d'Errouha;جماعة الروحا
85870743;Commune de Ternata;جماعة ترناتة
85870711;Commune de Bni Zoli;جماعة بني زولي
85870729;Commune de Taftechna;جماعة تافتشنا
85870935;Commune de Tamegroute;جماعة تامكروت
85870917;Commune de Fezouata;جماعة فزواطة
85870923;Commune de M'hamid El Ghizlane;جماعة امحاميد الغزلان
85870933;Commune de Tagounite;جماعة تاكونيت
85870919;Commune de Ktaoua;جماعة كتاوة
85870337;Commune de Tamezmoute;جماعة تمزموط
85870327;Commune d'Oulad Yahia Lagraire;جماعة أولاد يحيى لكراير
85870303;Commune d'Afra;جماعة أفرا
85870321;Commune de Mezguita;جماعة مزكيطة
85870339;Commune de Tansifte;جماعة تنسيفت
85870301;Commune d'Afella N'dra;جماعة أفلاندرا
85871131;Commune de Taghbalte;جماعة تغبالت
85871105;Commune d'Ait Boudaoud;جماعة آيت بوداود
85871141;Commune de Tazarine;جماعة تازارين
85871125;Commune de N'kob;جماعة النقوب
85871107;Commune d'Ait Ouallal;جماعة آيت ولال
90010101;Commune d'Agadir;جماعة أكادير
90010501;Commune d'Amskroud;جماعة امسكروض
90010511;Commune d'Idmine;جماعة اضمين
90010509;Commune de Drargua;جماعة الدراركة
90010703;Commune d'Aourir;جماعة أورير
90010723;Commune de Taghazout;جماعة تغازوت
90010705;Commune d'Aqsri;جماعة اقصري
90010713;Commune d'Imouzzer;جماعة إيموزار
90010729;Commune de Tiqqi;جماعة تقي
90010721;Commune de Tadrart;جماعة تدرارت
90010707;Commune d'Aziar;جماعة ازيار
90010725;Commune de Tamri;جماعة تامري
90010715;Commune d'Imsouane;جماعة امسوان
92730115;Commune d'Inezgane;جماعة إنزكان
92730105;Commune d'Ait Melloul;جماعة آيت ملول
92730113;Commune de Dcheira El Jihadia;جماعة الدشيرة الجهادية
92730117;Commune de Lqliaa;جماعة لقليعة
92730527;Commune de Temsia;جماعة تمسية
92730519;Commune d'Oulad Dahou;جماعة أولاد دحو
91630103;Commune d'Ait Baha;جماعة آيت باها
91630111;Commune de Biougra;جماعة بيوكرى
91630101;Commune d'Ait Amira;جماعة آيت عميرة
91630127;Commune de Sidi Bibi;جماعة سيدي بيبي
91630305;Commune d'Ait Mzal;جماعة آيت مزال
91630313;Commune de Hilala;جماعة هلالة
91630337;Commune de Tassegdelt;جماعة تسكدلت
91630307;Commune d'Ait Ouadrim;جماعة آيت وادريم
91630325;Commune de Sidi Abdallah El Bouchouari;جماعة سيدي عبد الله البوشواري
91630335;Commune de Targua-Ntouchka;جماعة تركا نتوشكا
91630333;Commune de Tanalt;جماعة تنالت
91630309;Commune d'Aouguenz;جماعة أوكنز
91630315;Commune d'Ida-Ougnidif;جماعة إدا وكنظيف
91630339;Commune de Tizi Ntakoucht;جماعة تيزي نتكوشت
91630717;Commune d'Imi-Mqourn;جماعة إمي مقورن
91630729;Commune de Sidi Boushab;جماعة سيدي بوالسحاب
91630723;Commune d'Oued Essafa;جماعة واد الصفاء
91630511;Commune de Belfaâ;جماعة بلفاع
91630519;Commune d'Inchaden;جماعة انشادن
91630521;Commune de Massa;جماعة ماسة
91630531;Commune de Sidi Ouassay;جماعة سيدي وساي
91630503;Commune d'Ait Milk;جماعة آيت ميلك
95410113;Commune de Taroudannt;جماعة تارودانت
95410109;Commune d'Oulad Teima;جماعة أولاد تايمة
95410105;Commune d'Irherm;جماعة إيغرم
95410103;Commune d'El Guerdane;جماعة الكردان
95410101;Commune d'Ait Iaaza;جماعة آيت إيعزة
95410107;Commune d'Oulad Berhil;جماعة أولاد برحيل
95410111;Commune de Taliouine;جماعة تالوين
95410102;Commune d'Aoulouz;جماعة أولوز
95410319;Commune de Sidi Mzal;جماعة سيدي مزال
95410303;Commune d'Ait Abdallah;جماعة آيت عبد الله
95410329;Commune de Toufelaazt;جماعة توفلعزت
95410321;Commune de Tabia;جماعة تابيا
95410331;Commune de Toumliline;جماعة تومليلين
95410309;Commune d'Imaouen;جماعة إيماون
95410325;Commune de Tindine;جماعة تندين
95410317;Commune de Sidi Boaal;جماعة سيدي بوعل
95410305;Commune d'Amalou;جماعة أملو
95410323;Commune de Tataoute;جماعة تتاوت
95410307;Commune d'Azaghar N'irs;جماعة أزغارنيرس
95410301;Commune d'Adar;جماعة أضار
95410311;Commune d'Imi N'tayart;جماعة إمي نتيارت
95410327;Commune de Tisfane;جماعة تيسفان
95410313;Commune de Nihit;جماعة النحيت
95410315;Commune d'Oualqadi;جماعة والقاضي
95410527;Commune de Sidi Boumoussa;جماعة سيدي بوموسى
95410501;Commune d'Ahl Ramel;جماعة أهل الرمل
95410525;Commune de Sidi Ahmed Ou Amar;جماعة سيدي أحمد أو عمر
95410517;Commune de Lagfifat;جماعة لكفيفات
95410511;Commune d'El Koudia El Beida;جماعة الكدية البيضاء
95410519;Commune de Lakhnafif;جماعة الخنافيف
95410521;Commune de Lamhadi;جماعة لمهادي
95410523;Commune de Machraa El Ain;جماعة مشرع العين
95410505;Commune d'Assads;جماعة أصادص
95410533;Commune de Tidsi-Nissendalene;جماعة تدسي نسندالن
95411103;Commune d'Argana;جماعة أركانة
95411107;Commune de Bigoudine;جماعة بيكودين
95411133;Commune de Talmakante;جماعة تالماكانت
95411113;Commune d'Imilmaiss;جماعة إميلمايس
95411129;Commune de Sidi Moussa Lhamri;جماعة سيدي موسى الحمري
95411109;Commune d'Eddir;جماعة الدير
95411115;Commune d'Issen;جماعة إسن
95411101;Commune d'Ahmar Laglalcha;جماعة احمر لكلالشة
95411131;Commune de Lamnizla;جماعة لمنيزلة
95411171;Commune de Zaouia Sidi Tahar;جماعة زاوية سيدي الطاهر
95411119;Commune d'Ida Ou Moumen;جماعة إدا ومومن
95410955;Commune de Tamaloukte;جماعة تملوكت
95410927;Commune d'Imoulass;جماعة إيمولاس
95410951;Commune de Tafraouten;جماعة تافراوتن
95410905;Commune d'Ait Makhlouf;جماعة آيت مخلوف
95410945;Commune de Sidi Dahmane;جماعة سيدي دحمان
95410915;Commune de Freija;جماعة افريجة
95410963;Commune de Tiout;جماعة تيوت
95410941;Commune de Sidi Ahmed Ou Abdallah;جماعة سيدي احمد أو عبد الله
95410903;Commune d'Ait Igas;جماعة آيت اكاس
95410957;Commune de Tazemmourt;جماعة تزمورت
95410911;Commune de Bounrar;جماعة بونرار
95410943;Commune de Sidi Borja;جماعة سيدي بورجا
95410425;Commune d'Igoudar Mnabha;جماعة إيكودار امنابها
95410461;Commune de Tinzart;جماعة تنزرت
95410429;Commune de Lamhara;جماعة لمهارة
95410423;Commune d'Igli;جماعة إكلي
95410433;Commune d'Oulad Aissa;جماعة أولاد عيسى
95410417;Commune d'Ida Ou Gailal;جماعة إدا وكيلال
95410439;Commune de Sidi Abdellah Ou Said;جماعة سيدي عبد الله أو سعيد
95410453;Commune de Talgjount;جماعة تالكجونت
95410467;Commune de Tizi N'test;جماعة تيزي نتاست
95410435;Commune d'Ouneine;جماعة أوناين
95410449;Commune de Tafingoult;جماعة تافنكولت
95410447;Commune de Sidi Ouaaziz;جماعة سيدي واعزيز
95410459;Commune de Tigouga;جماعة تكوكة
95410421;Commune d'Ida-Ougoummad;جماعة إدا وكماض
95410413;Commune d'El Faid;جماعة الفيض
95410409;Commune d'Arazane;جماعة أرزن
95410469;Commune de Toughmart;جماعة توغمرت
95410765;Commune de Tisrasse;جماعة تيسراس
95410737;Commune d'Ouzioua;جماعة أوزيوة
95410723;Commune de Toubkal;جماعة تبقال
95410703;Commune d'Ahl Tifnoute;جماعة أهل تفنوت
95410713;Commune d'Iguidi;جماعة إكيدي
95410717;Commune de Taouyalte;جماعة تاويالت
95410705;Commune d'Askaouen;جماعة أسكاون
95410719;Commune de Tassousfi;جماعة تسوسفي
95410715;Commune de Sidi Hsaine;جماعة سيدي احساين
95410707;Commune d'Assaisse;جماعة أسايس
95410701;Commune d'Agadir Melloul;جماعة أكادير ملول
95410709;Commune d'Assaki;جماعة أساكي
95410725;Commune de Zagmouzen;جماعة زاكموزن
95410721;Commune de Tizgzaouine;جماعة تزكزاوين
95410711;Commune d'Azrar;جماعة أزرار
95810107;Commune de Tiznit;جماعة تيزنيت
95810105;Commune de Tafraout;جماعة تافراوت
95810905;Commune d'Ammelne;جماعة أملن
95810909;Commune de Tarsouat;جماعة تارسواط
95810911;Commune de Tassrirt;جماعة تاسريرت
95810901;Commune d'Afella Ighir;جماعة أفلا إغير
95810907;Commune d'Irigh N'tahala;جماعة إريغ نتاهلة
95810903;Commune d'Ait Ouafqa;جماعة آيت وافقا
95810317;Commune de Tnine Aday;جماعة اثنين أداي
95810311;Commune de Tafraout El Mouloud;جماعة تفراوت المولود
95810303;Commune d'Anzi;جماعة أنزي
95810313;Commune de Tighmi;جماعة تيغمي
95810301;Commune d'Ait Issafen;جماعة آيت إسفن
95810305;Commune d'Arbaa Ait Ahmed;جماعة أربعاء آيت أحمد
95810315;Commune de Tizoughrane;جماعة تيزغران
95810307;Commune d'Ida Ou Gougmar;جماعة إدا وكوكمار
95810309;Commune de Sidi Ahmed Ou Moussa;جماعة سيدي أحمد أوموسى
95811101;Commune d'Arbaa Rasmouka;جماعة أربعاء رسموكة
95811107;Commune d'El Maader El Kabir;جماعة المعدر الكبير
95811111;Commune de Reggada;جماعة الركادة
95811109;Commune d'Ouijjane;جماعة وجان
95811113;Commune de Sidi Bouabdelli;جماعة سيدي بو عبد اللي
95811105;Commune de Bounaamane;جماعة بونعمان
95811115;Commune de Tnine Aglou;جماعة اثنين أكلو
95811103;Commune d'Arbaa Sahel;جماعة أربعاء الساحل
95510107;Commune de Tata;جماعة طاطا
95510101;Commune d'Akka;جماعة أقا
95510103;Commune de Fam El Hisn;جماعة فم الحصن
95510105;Commune de Foum Zguid;جماعة فم زكيد
95510301;Commune d'Ait Ouabelli;جماعة آيت وابلي
95510307;Commune de Tizounine;جماعة تزونين
95510303;Commune de Kasbat Sidi Abdellah Ben M'barek;جماعة قصبة سيدي عبد الله بن مبارك
95510305;Commune de Tamanarte;جماعة تمنارت
95510705;Commune d'Oum El Guerdane;جماعة أم الكردان
95510701;Commune d'Adis;جماعة اديس
95510709;Commune de Tigzmerte;جماعة تكزميرت
95510707;Commune de Tagmout;جماعة تكموت
95510711;Commune de Tizaghte;جماعة تزغت
95510703;Commune d'Issafen;جماعة إسافن
95510501;Commune d'Aguinane;جماعة أكينان
95510507;Commune d'Ibn Yacoub;جماعة إبن يعقوب
95510503;Commune d'Akka-Ighane;جماعة أقا إيغان
95510511;Commune de Tlite;جماعة تليت
95510505;Commune d'Allougoum;جماعة الوكوم
95510509;Commune de Tissint;جماعة تسينت
102610103;Commune de Guelmim;جماعة كلميم
102610101;Commune de Bouizakarne;جماعة بويزكارن
102610309;Commune de Tagante;جماعة تكانت
102610303;Commune d'Ait Boufoulen;جماعة آيت بوفلن
102610307;Commune d'Ifrane Atlas Saghir;جماعة إفران أطلس الصغير
102610313;Commune de Timoulay;جماعة تيمولاي
102610311;Commune de Taghjijt;جماعة تغجيجت
102610305;Commune d'Amtdi;جماعة أمطضي
102610301;Commune d'Aday;جماعة أداي
102610503;Commune d'Aferkat;جماعة افركط
102610505;Commune d'Asrir;جماعة أسرير
102610521;Commune de Tiglit;جماعة تكليت
102610509;Commune de Fask;جماعة فاصك
102610707;Commune d'Echatea El Abied;جماعة الشاطئ الأبيض
102610711;Commune de Labyar;جماعة لبيار
102610715;Commune de Rass Oumlil;جماعة راس أمليل
102610713;Commune de Laqsabi Tagoust;جماعة لقصابي تكوست
102610719;Commune de Targa Wassay;جماعة تركى وساي
102610717;Commune de Taliouine Assaka;جماعة تلوين أسكا
102610701;Commune d'Abaynou;جماعة أباينو
100710101;Commune d'Assa;جماعة آسا
100710103;Commune de Zag;جماعة الزاك
100710301;Commune d'Aouint Lahna;جماعة عوينة لهنا
100710303;Commune d'Aouint Yghomane;جماعة عوينة يغمان
100710305;Commune de Touizgui;جماعة تويزكي
100710503;Commune de Labouirat;جماعة لبويرات
100710501;Commune d'Al Mahbass;جماعة المحبس
105210101;Commune de Tan-Tan;جماعة طانطان
105210103;Commune d'El Ouatia;جماعة الوطية
105210503;Commune de Ben Khlil;جماعة بن خليل
105210505;Commune de Chbika;جماعة الشبيكة
105210501;Commune d'Abteh;جماعة أبطيح
105210301;Commune de Msied;جماعة لمسيد
105210303;Commune de Tilemzoun;جماعة تلمزون
104730103;Commune de Sidi Ifni;جماعة سيدي إفني
104730101;Commune de Lakhsas;جماعة الأخصاص
104730107;Commune de Mirleft;جماعة مير اللفت
104730505;Commune de Mesti;جماعة مستي
104730503;Commune d'Imi-N'fast;جماعة إمي نفاست
104730509;Commune de Sbouya;جماعة اسبويا
104730515;Commune de Tnine Amellou;جماعة اثنين أملو
104730511;Commune de Tangarfa;جماعة تنكرفا
104730501;Commune d'Arbaa Ait Abdellah;جماعة أربعاء آيت عبد الله
104730513;Commune de Tioughza;جماعة تيوغزة
104730715;Commune de Sidi M'bark;جماعة سيدي امبارك
104730713;Commune de Sidi H'saine Ou Ali;جماعة سيدي احساين أو علي
104730701;Commune d'Ait Erkha;جماعة آيت الرخا
104730711;Commune de Sidi Abdellah Ou Belaid;جماعة سيدي عبد الله أو بلعيد
104730717;Commune de Tighirt;جماعة تغيرت
104730709;Commune de Sebt Ennabour;جماعة سبت النابور
104730705;Commune de Boutrouch;جماعة بوطروش
104730707;Commune d'Ibdar;جماعة إبضر
104730703;Commune d'Anfeg;جماعة أنفك
113210103;Commune de Laâyoune;جماعة العيون
113210101;Commune d'El Marsa;جماعة المرسى
113210301;Commune de Boukraa;جماعة بوكراع
113210303;Commune de Dcheira;جماعة الدشيرة
113210305;Commune de Foum El Oued;جماعة فم الواد
111210101;Commune de Boujdour;جماعة بوجدور
111210305;Commune de Lamssid;جماعة لمسيد
111210301;Commune de Gueltat Zemmour;جماعة كلتة زمور
111210303;Commune de Jraifia;جماعة جريفية
115370105;Commune de Tarfaya;جماعة طرفاية
115370303;Commune de Daoura;جماعة الدورة
115370305;Commune d'El Hagounia;جماعة الحكونية
115370501;Commune d'Akhfennir;جماعة أخفنير
115370507;Commune de Tah;جماعة الطاح
112210101;Commune d'Es-Semara;جماعة السمارة
112210305;Commune de Jdiriya;جماعة الجديرية
112210307;Commune de Sidi Ahmed Laaroussi;جماعة سيدي احمد لعروسي
112210301;Commune d'Amgala;جماعة امكالة
112210303;Commune de Haouza;جماعة حوزة
112210309;Commune de Tifariti;جماعة تفاريتي
123910101;Commune de Dakhla;جماعة الداخلة
123910901;Commune d'El Argoub;جماعة العركوب
123910903;Commune d'Imlili;جماعة امليلي
123910501;Commune de Bir Anzarane;جماعة بئر أنزران
123910503;Commune de Gleibat El Foula;جماعة اكليبات الفولة
123910507;Commune d'Oum Dreyga;جماعة ام دريكة
123910505;Commune de Mijik*;جماعة ميجيك*
120660103;Commune de Lagouira*;جماعة الكويرة*
120660503;Commune de Bir Gandouz;جماعة بئر كندوز
120660305;Commune d'Aousserd;جماعة أوسرد
120660303;Commune d'Aghouinite*;جماعة اغوينيت*
120660309;Commune de Zoug*;جماعة الزوك*
120660307;Commune de Tichla;جماعة تشلا
